Time,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,AIC fold,AIC hopf
81.5,0.005170986539530488,-0.01479698780952366,-0.7821789274179421,0.6168474725470289,,
82.0,0.005246482006076884,-0.011707770598912195,-0.7850528693120933,0.6250078664641554,5.90477445571943e-20,1.0
82.5,0.005313104861592663,-0.01717169542012893,-0.782764249971527,0.6284905815419688,,
83.0,0.005400726138952624,-0.012700568353818073,-0.7852365013124405,0.632765307142904,,
83.5,0.005517220613646219,-0.01329108664185517,-0.7866877396775459,0.6313031804493815,,
84.0,0.005614170039656741,-0.020517866879598685,-0.791086420091195,0.6361351415730503,,
84.5,0.005765615167482424,-0.01116919737226715,-0.7961961019147501,0.6360339644524279,4.015670323279373e-16,0.9999999999999993
85.0,0.005935194561250583,-0.01992239865075782,-0.8031096481865665,0.6480535362530123,,
85.5,0.006168208042029457,-0.014118687792091435,-0.8097155838110393,0.6575384328328888,,
86.0,0.006292634682382855,-0.01797277064586411,-0.8136801829809753,0.6701232355965722,,
86.5,0.006557893849782637,-0.013409618152692709,-0.8205682908246594,0.6847977637532808,,
87.0,0.006790607133143943,-0.027688795888762018,-0.8264041391110185,0.6962487742074053,6.448095428612627e-15,0.9999999999999847
87.5,0.0071398268797405184,-0.014404715516269909,-0.8353923723476798,0.706817404022263,,
88.0,0.007431435775029539,-0.032374586609760655,-0.8376861946656167,0.7106235369554416,,
88.5,0.007674005567762811,-0.013568138343533842,-0.8423509218556484,0.7186104161941549,,
89.0,0.008249823244209687,-0.03798795705906965,-0.8470334506641206,0.7232392253016393,,
89.5,0.008532588694605587,-0.0042842412427865,-0.8496246496841886,0.7296810563229148,3.1720029867679845e-21,1.0
90.0,0.00900814683827841,-0.0364558414438693,-0.8461473504779609,0.7302343975218811,,
90.5,0.009474728699131543,0.002055486857860124,-0.8517794887768918,0.738464747796636,,
91.0,0.009918675642927689,-0.03732091246420549,-0.8574803689533324,0.741323214976066,,
91.5,0.010343504176707709,-0.005185952691437711,-0.8613917625201639,0.7469026923774756,,
92.0,0.01076713424613608,-0.0300986841178471,-0.864597766054142,0.7557984234285227,4.029218622095815e-19,1.0
92.5,0.011214162213027026,-0.007326623446756897,-0.8667157681367194,0.7628657836369823,,
93.0,0.011592512341163682,-0.029146330092302997,-0.8712974204674756,0.7719250393334147,,
93.5,0.011870727997349919,-0.013942530481362469,-0.8715851830138597,0.7758927274974996,,
94.0,0.012418171984701732,-0.026802647351330495,-0.8727653328291927,0.7825966198717296,,
94.5,0.012869125525161442,-0.02128455620567271,-0.873812758435603,0.7858772947123875,2.2322087032279977e-21,1.0
95.0,0.0134415121687138,-0.030341146581634247,-0.8778348883294598,0.7935626123875397,,
95.5,0.013752724454167434,-0.017860558267566603,-0.8788144550505557,0.7970579710746989,,
96.0,0.014448922746287434,-0.0277113838408475,-0.8848041568875464,0.8074523135846423,,
96.5,0.014828747310766482,-0.023153579764627112,-0.8859025007291542,0.8107356857392854,,
97.0,0.015574282021022495,-0.023020917763109765,-0.891334582802273,0.8216722548030686,1.167310130936388e-20,1.0
97.5,0.015952904043763393,-0.01599091131912032,-0.892537139594854,0.8245920254430441,,
98.0,0.016834412995800747,-0.020600970298798107,-0.8966661042705141,0.8325117312976162,,
98.5,0.017378066391761732,-0.018033394176430177,-0.8963785720855828,0.8338042418622973,,
99.0,0.018518828720892243,-0.02334633491696192,-0.9020345221859042,0.84365575637146,,
99.5,0.019174580092312182,-0.007406485222214973,-0.9030548387045073,0.8417781407081113,4.9243405993996676e-18,1.0
100.0,0.020143348526863072,-0.015107675534468392,-0.9025915384869077,0.8467275031008507,,
100.5,0.02117293094982859,-0.0029117846820139516,-0.906098237058039,0.8497027467554785,,
101.0,0.022382930620339116,-0.014188803141591471,-0.9069918803125612,0.85666559818814,,
101.5,0.023478442708430837,0.004876113749201673,-0.9108029486945208,0.8618790707469698,,
102.0,0.023922829787340373,0.0039618388113098315,-0.9044249256065561,0.8608133379764435,9.356680785414958e-19,1.0
102.5,0.02498714848771674,0.005670042689880378,-0.9077973435377796,0.8650959184152847,,
103.0,0.025458146000359123,-0.0003956922027462357,-0.9089205736985019,0.862900407391899,,
103.5,0.02655129862336451,-0.0005719254413017571,-0.9112348622806966,0.8688767159193167,,
104.0,0.027182397425910432,0.007961649136574675,-0.9115914711817587,0.8728408800646387,,
104.5,0.028474068712852862,6.456929557506416e-05,-0.9119415341285386,0.8763383706911375,7.056564539469407e-22,1.0
105.0,0.029586488469732403,0.009901232412375682,-0.9137414926666769,0.8790966304778942,,
105.5,0.03041661674780321,0.00969899310958727,-0.9087432499062802,0.8785198142151325,,
106.0,0.031253416953163124,0.013429124258046168,-0.907183985203794,0.8799415530998715,,
106.5,0.032008014372328905,0.015705137259000815,-0.9076654656402715,0.8745360737657595,,
107.0,0.03329407960287576,0.015810704313550868,-0.9098850618640629,0.874244756777024,4.152382353351061e-20,1.0
107.5,0.03424461750468942,0.007919930663620161,-0.9105678438637245,0.8762547582790509,,
108.0,0.03523726709047383,0.014827239745230847,-0.9117977266141951,0.8783535617637359,,
108.5,0.036243174104564756,0.028374565640346554,-0.9053556246469994,0.8789982293066517,,
109.0,0.03717624776861818,0.017007735335781766,-0.9063607888475337,0.8807788072577502,,
109.5,0.038104879447669715,0.023881429182566975,-0.9065724361006053,0.8694028940171356,1.1303168431511905e-20,1.0
110.0,0.03928407542540664,0.018730630687423113,-0.9079368265964138,0.8709472697970119,,
110.5,0.04056428576173461,0.02773889592076806,-0.90833308856594,0.8730334870014564,,
111.0,0.04180530443826785,0.018654983352324968,-0.9081852883727061,0.8738233849904274,,
111.5,0.043212306467695256,0.027062150032808607,-0.9092157982690126,0.8760597218421546,,
112.0,0.04413197034184725,0.025918342876469526,-0.9070692221343204,0.8771105774127527,3.0210207293403705e-21,1.0
112.5,0.04551324476573873,0.03150586084647599,-0.9060556534078096,0.8796811128528965,,
113.0,0.046475638194464944,0.023924600137338055,-0.9067898875633265,0.878618125396649,,
113.5,0.047754217039266834,0.032525231969723435,-0.9087288350997056,0.8792523237901142,,
114.0,0.048545297509114474,0.033335563916143326,-0.9069506618210733,0.8789819278506856,,
114.5,0.04982620737985628,0.033900512600284774,-0.9066141505894454,0.8803544077347458,1.0347646895647037e-22,1.0
115.0,0.05111385130511479,0.0333241143020047,-0.9073261697239337,0.8778995674053981,,
115.5,0.05239887455726962,0.03231324947615345,-0.908634742116282,0.8800348260995279,,
116.0,0.05365534881503002,0.034333694437242025,-0.9088865411638718,0.8821006629577525,,
116.5,0.05473435748741721,0.031889979916910116,-0.9099684679987871,0.8845285054351064,,
117.0,0.056340467302797716,0.03791432243215313,-0.9098560572733188,0.8864137223842805,3.134319782500316e-25,1.0
117.5,0.057440801788934334,0.0337914951280383,-0.9105396602487803,0.8874321067267807,,
118.0,0.05927146115839921,0.03571187605407127,-0.9118482151764858,0.8868284067512257,,
118.5,0.06065095895229664,0.04297820140129249,-0.9087662758234563,0.8847395170120738,,
119.0,0.06174824922712859,0.041855165492286114,-0.9081608377448527,0.8848631609658154,,
119.5,0.06360688038334542,0.046297033914954835,-0.9085568635170315,0.877612811645756,2.02661163790948e-24,1.0
120.0,0.06524203584169411,0.04077128096911047,-0.9093308753205035,0.8793643933416249,,
120.5,0.06677657950537443,0.042784320361383785,-0.9108496936087738,0.880320569648392,,
121.0,0.06817655546684269,0.04642455278711534,-0.9105906879181205,0.8800706568917225,,
121.5,0.07076914146718405,0.04533859641964304,-0.9109063910219156,0.8822920100442027,,
122.0,0.07227523926859081,0.048395489045647035,-0.9098389593509427,0.8806013501981926,1.1749046486827255e-23,1.0
122.5,0.07355868398902368,0.05075581947986961,-0.9064456569783662,0.8779138801524674,,
123.0,0.07509678070149049,0.05318648933963095,-0.9062161199911805,0.8748869410258384,,
123.5,0.07667590734307461,0.056084600680022946,-0.9059157095002461,0.8703149458395609,,
124.0,0.07814217242073884,0.056700844077510436,-0.9055143412309332,0.8679804771475137,,
124.5,0.07988797053432199,0.05826191705815189,-0.9068132550655056,0.8670807980347114,3.099885380482025e-23,1.0
125.0,0.08120432797004788,0.06098456529719644,-0.9067940391243869,0.8655741181401011,,
125.5,0.08301941672601416,0.06547484792639294,-0.9044631132993608,0.8634009488560259,,
126.0,0.08470937581193717,0.06753411126639565,-0.9018609354071673,0.8591819043079412,,
126.5,0.0869875578868358,0.0626255043423056,-0.9040544903896246,0.858130380106428,,
